拜会	bai3 huê6
摆放	bai2 huang3
败露	bai7 lou3
败类	bai7 lui7
摆脱	bai2 tug4
摆布	bai2 bu3
摆设	bai2 siêg4
百折不挠	bêh4 zih4 bug4 nao5
百战百胜	bêh4 ziêng3 bêh4 sêng1
百无一失	bêh4 bho5 zêg8 sig4
百思莫解	bêh4 se1 mog8 goi2
百年大计	bêh4 ni5 dai6 goi3
百口莫辩	bêh4 kao2 mog8 biêng6
百孔千疮	bêh4 kong2 coin1 ceng1
百感交集	bêh4 gam2 gao1 zib8
百废俱兴	bêh4 hui3 gu6 hêng1
百废待兴	bêh4 hui3 tai6 hêng1
百发百中	bêh4 huêg4 bêh4 dong3
百端待举	bêh4 duêng1 tai6 ge2
百步穿杨	bêh4 bou7 cuêng1 iang5
百姓	bêh4 sên3
百货	bêh4 huê3
白云苍狗	bêh8 hung5 cang1 gao2
白日做梦	bêh8 rig8 zo3 mang7
白驹过隙	bêh8 gu1 guê3 kiah4
白璧无瑕	bêh8 biah4 bho5 hia5
白字	bêh8 ri7
白熊	bêh8 him5
白事	bêh8 se7
白金	bêh8 gim1
白话	bêh8 uê7
白色	bêh8 sêg4
白鹤	bêh8 hoh8
白喉	bêh8 ao5
白果	bêh8 guain2
白费	bêh8 hui3
白带	bêh8 dua3
白菜	bêh8 cai3
罢免	ba6 miêng2
罢课	ba6 kuê3
罢工	ba6 gang1
霸道	ba3 dao6
霸王	ba3 uang5
把柄	ba2 bên3
把戏	ba2 hi3
跋山涉水	buêg8 suan1 sieb8 zui2
拔营	buêg8 ian5
拔河	buêg8 ho5
八面威风	boih4 ming7 ui1 hong1
八面玲珑	boih4 ming7 lêng5 long5
八字	boih4 ri7
八角	boih4 gag4
八股	boih4 gou2
奥妙	o3 mieu6
奥秘	o3 bi3
黯然销魂	am3 riêng5 sieu1 hung5
黯然失色	am3 riêng5 sig4 sêg4
暗无天日	am3 bho5 tiêng1 rig8
暗送秋波	am3 sang3 ciu1 bo1
暗箭伤人	am3 zin3 siên1 nang5
暗笑	am3 ciê3
暗码	am3 bhê2
暗号	am3 ho7
暗淡	am3 dan6
暗潮	am3 diê5
按图索骥	ang3 dou5 sog4 gi6
按部就班	ang3 bou6 ziu6 bang1
暗语	am3 ghe2
按语	ang3 ghe2
按摩	ang3 mo5
案情	uan3 cêng5
案件	uan3 gian6
案牍	uan3 dog8
安宁	ang1 lêng5
安插	ang1 cah4
暧昧	ain3 muê6
爱屋及乌	ain3 og4 gib8 ou1
爱莫能助	ain3 mog8 lêng5 zo6
爱不释手	ain3 bug4 sêg4 ciu2
爱戴	ain3 dai3
挨门逐户	ai1 mung5 dog8 hou6
挨家挨户	ai1 gê1 ai1 hou6
哀鸿遍野	ai1 hong5 biêng3 ia2
哀求	ai1 kiu5
哀乐	ai1 ghaoh8
阿飞	a1 hui1
阿斗	a1 dao2
排队	bai5 dui7
透视	tao3 si6
拍片	pah4 piêng3
骨折	gug4 zih4
贫血	ping5 huêh4
献血	hiêng3 huêh4
血型	huêh4 hêng5
抽血	tiu1 huêh4
验血	ngiem7 huêh4
昏迷	hung1 mi5
化验	huê3 ngiem7
治病	di5 bên7
无病	bho5 bên7
癌症	ngam5 zêng3
白血病	bêh8 huêh4 bên7
疾病	zib8 bên7
传染病	tuêng5 riem2 bên7
好好	hoh4 ho2
缀我	duê3 ua2
食薰	ziah8 hung1
安全带	uan1 cuêng5 dua3
路墘	lou7 gin5
路边	lou7 bin1
悬崖	hiêng5 ngai5
向右	hiang3 iu6
向左	hiang3 zo2
路口	lou7 kao2
绿灯	lêg8 dêng1
红灯	ang5 dêng1
远光灯	iêng2 guang1 dêng1
车灯	cia1 dêng1
考证	kao2 zêng3
车证	cia1 zêng3
雨刷	hou6 suêh4
脚刹	ka1 sab8
手刹	ciu2 sab8
退档	to3 dang3
换挡	uan7 dang3
换掉	uan7 dieu7
招租	ziê1 zou1
收入	siu1 rib8
成功	sêng5 gong1
历史	lêh8 se2
茶籽油	dê5 zi2 iu5
茶树	dê5 ciu7
茶叶	dê5 hiêh8
上东司	ziên6 dang1 si1
衰形	suê1 hêng5
无脸	bho5 liêng2
拍游戏	pah4 iu5 hi3
电机	diêng6 gi1
电动机	diêng6 dong6 gi1
发动机	huêg4 dong6 gi1
水泵	zui2 bong5
泵水	bong5 zui2
倒水	do3 zui2
㾪脯	sang2 bou2
矮细	oi2 soi3
杯子	buê1 ze2
被子	puê6 ze2
铺子	pou3 ze2
路子	lou7 ze2
床子	ceng5 ze2
桌子	doh4 ze2
皇子	huang5 ze2
王子	uang5 ze2
太子	tai3 ze2
椅子	in2 ze2
女子	neng2 ze2
孩子	hai5 ze2
菜鸟	cai3 zieu2
斋菜	zê1 cai3
青菜	cên1 cai3
菜园	cai3 hng5
菜花	cai3 huê1
菜叶	cai3 hiêh8
菜心	cai3 sim1
菜籽	cai3 zi2
认识	ring7 sêg4
认真	ring7 zing1
认知	ring7 zai1
体会	ti2 huê6
感受	gam2 siu6
体验	ti2 ngiem7
厾目兀	dag4 mag8 ug8
健身	giêng6 sing1
练舞	liêng7 bhu2
舞蹈	bhu2 dao6
武术	bhu2 sug8
俯卧撑	hu2 o6 tên1
杠铃	gang3 lêng1
健康	giêng6 kang1
行佚陶	gian5 tig4 to5
散步	suan2 bou7
跑步	pao2 bou7
䔮	soi1
过番	guê3 huêng1
红头船	ang5 tao5 zung5
囥眯	keng3 mi1
囥好	keng3 ho2
囥紧	keng3 ging2
囥起来	keng3 ki2 lai5
囥在心中	keng3 do6 sim1 dang1
偷囥	tao1 keng3
离职	li5 zêh4
离开	li5 kui1
离谱	li5 pou2
洗白白	soi2 bêh8 bêh8
洗白	soi2 bêh8
外套	ghua7 tao3
冻死	dong3 si2
落霜	loh8 seng1
雪花	soh4 huê1
落雪	loh8 soh4
冷空气	nên2 kong1 ki3
凝空气	ngang5 kong1 ki3
凝水	ngang5 zui2
掠早	liah8 za2
大目连	dua7 mag8 liêng5
剥皮	bag4 puê5
dêg8囝	dêg8 gian2
ba1lang1鱼	ba1 lang1 he5
gou1鱼	gou1  he5
塗鲺	tou5 sag4
乌鱼	ou1 he5 
鳢鱼	loi2 he5
淡甲	dan6 gah4
淡菜	dan6 cai3
指甲蛏	zoin2 gah4 tang1
车白	cia1 bêh8
红肉	ang5 nêg8
三目蠘	san1 mag8 cih8
草鱼	cao2 he5
银鱼	ngeng5 he5
uêh8鼠	uêh8 ce2
塘鲺	deng5 sag4
鳝鱼	siêng6 he5
黄尖	ng5 ziem1
鲤鱼	li2 he5
鲫鱼	zig4 he5
非洲鲫	hui1 ziu1 zig4
踏步层	dah8 bou7 zang5
省尾国脚	sên2 bhuê2 gog4 gag4
炉尾反红	lou5 bhuê2 huêng2 ang5
耍了缀支尾	seng2 lieu2 duê3 gi1 bhuê2
煞尾	suah4 bhuê2
好头唔如好尾	ho2 tao5 m6 ru5 ho2 bhuê2
虎头铁钉尾	houn2 tao5 tih4 dêng1 bhuê2
虎头蛇尾	houn2 tao5 zua5 bhuê2
书头戏尾	ze1 tao5 hi3 bhuê2
知头尾	zai1 tao5 bhuê2
知头知尾	zai1 tao5 zai1 bhuê2
阿斗衰尾	a1 dao3 suê1 bhuê2
衰尾	suê1 bhuê2
缀喙尾	duê3 cui3 bhuê2
煞喙尾	suah4 cui3 bhuê2
喙尾	cui3 bhuê2
虎尾缒珠	houn2 bhuê2 tui7 zu1
翘尾	kieu3 bhuê2 
翘尾	kieu3 bhuê2
揭蟋蟀尾	giah4 sêg4 sug4 bhuê2
kug8尾狗	kug8 bhuê2 gao2
无尾狗	bho5 bhuê2 gao2
风尾雷	huang1 bhuê2 lui5
尾数	bhuê2 sieu3
风筛尾	huang1 tai1 bhuê2
来赴食桌尾	lai3 hu3 se6 doh4 bhuê2
桌尾	doh4 bhuê2
留块手尾	lao5 go3 ciu2 bhuê2
后尾	ao6 bhuê2
年尾	ni5 bhuê2
月尾	ghuêh8 bhuê2
踏头囝	dah8 tao5 gian2
厝耳	cu3 hin6
树尾	ciu7 bhuê2
眠床尾	ming5 ceng5 bhuê2
眠床头	ming5 ceng5 tao5
目尾纹	mag8 bhuê2 bhung5
目眉尾	mag8 bhai5 bhuê2
目尾	mag8 bhuê2
痛到头毛尾	tian3 gao3 tao5 mo5 bhuê2
头毛尾	tao5 mo5 bhuê2
骹尾灯	ka1 bhuê2 dêng1
托手尾	toh4 ciu2 bhuê2
留手尾	lao5 ciu2 bhuê2
骹尾	ka1 bhuê2
手尾	ciu2 bhuê2
long1	long1
ngiauh8	ngiauh8
ngiau1	ngiau1
预约	e6 iêh4
叫做	giê3 zo3
练习	liêng7 sib8
单词	duan1 se5
语法	ghe2 huab4
语音	ghe2 im1
解释	goi2 sêg4
注释	zu3 sêg4
汉语	hang3 ghe2
结构	gag4 gou3
培训中心	buê5 hung3 dong1 sim1
培训	buê5 hung3
相遇	siê1 ngo6
第一课	doin6 ig4 kuê3
梦话	mang7 uê7
做梦	zo3 mang7
梦游	mang7 iu5
大幅美人	dua7 bag4 mui2 ring5
习俗	sib8 sog8
亲友	cing1 iu2
聚餐	zu6 cang1
感谢	gam2 sia7
火鸡	huê2 goi1
感恩节	gam2 eng1 zoih4
别人	bag4 nang5
挈掉	kiêh8 dieu7
挈走	kiêh8 zao2
掠猛	liah8 mên2
掠紧	liah8 ging2
组合	zu1 hah8
组装	zu1 zuang1
倒辗种	do3 lêng3 zêng3
倒头插	do3 tao5 cah4
倒头种	do3 tao5 cong1
控敲	kong3 ka3
控	kong3
披麻戴孝	pi1 mua5 dua3 ha7
头转厝	tao5 deng2 cu3
re5塗下	re5 tou5 ê6
新婚快乐	sing1 hung1 kuai3 lag8
老厝	lao6 cu3
星期六	cên1 ki5 lag8
星期五	cên1 ki5 ngou6
星期三	cên1 ki5 san1
星期二	cên1 ki5 ri6
星期一	cên1 ki5 ig4
星期	cên1 ki5
周六	ziu1 lag8
周五	ziu1 ngou6
周四	ziu1 si3
周三	ziu1 san1
周二	ziu1 ri6
周一	ziu1 ig4
周末	ziu1 muêg8
周日	ziu1 rig8
周到	ziu1 gao3
周全	ziu1 cuêng5
周边	ziu1 biêng1
周期	ziu1 ki5
抽烟机	tiu1 ing1 gi1
抽烟	tiu1 ing1
抽风	tiu1 huang1
祝福	zog4 hog4
红柚	ang5 iu7
re5	re5
re5床布	re5 ceng5 bou3
火龙果	huê2 lêng5 guê2
ian6	ian6
ian6	ian6
拌	buan6
拢是	long2 si6
拢无	long2 bho5
拢有	long2 u6
封红包	hong1 ang5 bao1
红包	ang5 bao1
食诐	ziah8 puêh8
敬酒	gêng3 ziu2
誓言	si7 ngang5
约定	iêh4 dian7
交插	gao1 cab4
交插	gao1 cab4
甜圆卵	diem5 in5 neng6
食甜汤	ziah8 diem5 teng1
大桔	dai6 gig4
桔	gig4
猴栗	gao5 lag8
白灼虾	bêh8 ziag4 hê5
白切鸡	bêh8 ciêg4 goi1
海参	hai2 siem1
百合	bêh4 hah8
莲子	noin5 zi2
婚房	hung1 bang5
婚纱照	hung1 sê1 zieu3
结婚证	gag4 hung1 zêng3
分人请	bung1 nang5 cian2
做厨	zo3 dou5
后生后囝	hao6 sên1 hao6 gian2
睇日	toin2 rig8
送聘	sang3 pian3
知食	zai1 ziah8
开采	kai1 cai2
开拓	kai1 tag4
开通	kui1 tong1
开放	kai1 huang3
开房	kui1 bang5
白毛	bêh8 mo5
头发	tao5 huêg4
曲毛	kêg4 mo5
直线	dig8 suan3
手环	ciu2 huêng5
手镯	ciu2 zuag8
婚礼	hung1 loi2
活力	uah8 lag8
玻璃瓶	bo1 li5 ping5
罐头	guêng3 tao5
鲮鱼	lêng5 he5
豆豉	dao7 si7
沤心性	ao3 sim1 sên3
性格	sên3 gêh4
情绪	cêng5 su2
下昼	ê6 dao3
眠早	ming5 za2
颈椎	gên3 zui1
门窗户扇	mung5 têng1 hou6 sin3
门窗	mung5 têng1
凑凑磨	cou3 cou3 bhua5
归磨	gui1 bhua5
合磨	hah8 bhua5
有架势	u6 gê3 si3
架势	gê3 si3
人款	nang5 kuêng2
电戏	diêng6 hi3
有影无	u6 ian2 bho5
攻击	gong1 kêg4
口罩	kao2 zao6
力食惰作	lag8 ziah8 duan6 zoh4
无理	bho5 li2
滴囝	dih4 gian2
趁食	tang3 ziah8
数念	sieu3 liem6
鸡柳	goi1 liu2
热狗	riêg8 gao2
火腿肠	huê2 tui2 deng5
买码	bhoi2 bhê2
白日	bêh8 rig8
无日	bho5 rig8
出日	cug4 rig8
等生	dang2 sên1
临床	lim5 ceng5
国历	gog4 lêh8
农历	long5 lêh8
蛋糕	dang3 go1
欢喜	huan1 hi2
欢喜欢喜	huan1 hi2 huan1 hi2
庆祝	kêng3 zog4
生日	sên1 rig8
杯	buê1
拍枪	pah4 ciên1
拍字	pah4 ri7
拍算	pah4 seng3
拍球	pah4 giu5
拍死	pah4 si2
拍人	pah4 nang5
教程	ga3 tian5
教材	ga3 cai5
校园	hao6 hng5
学院	hag8 in7
大学生	dai6 hag8 sêng1
暴力	bao6 lag8
蒙面	mong5 ming7
暴乱	bao6 luêng6
强	kiang3
填词	tiêng5 se5
作曲	zag4 kêg4
演唱	ing5 ciang3
歌词	go1 se5
音乐	im1 ghaoh8
广播	guang2 bua3
行街	gian5 goi1
菜干	cai3 guan1
菜市场	cai3 ci6 diên5
积恶	zêh4 ag4
宝藏	bo2 zang6
宝马	bo2 bhê2
宝石	bo2 ziêh8
宝贝	bo2 buê3
宝剑	bo2 giem3
飞行	buê1 gian5
飞扬	buê1 iang5
飞翔	buê1 siang5
机灵	gi1 lêng5
机构	gi1 gou3
机关	gi1 guêng1
人事	nang5 se7
管理	guêng2 li2
服务	hog8 bhu6
招待	zieu1 tai6
做脸	zo3 liêng2
无头无尾	bho5 tao5 bho5 bhuê2
无大无细	bho5 dua7 bho5 soi3
无声无说	bho5 sian1 bho5 suêh4
无款无套	bho5 kuêng2 bho5 tao3
自卫	ze6 uê6
防卫	huang5 uê6
保证	bo2 zêng3
陆军	lêg8 gung1
海军	hai2 gung1
空军	kong1 gung1
导弹	dao6 tang5
转播	zuêng2 bua3
人民	nang5 ming5
军委	gung1 ui2
开门	kui1 mung5
生病	sên1 bên7
休息	hiun1 sêg4
请假条	cian2 gian2 dieu5
请假	cian2 gian2
呼名叫字	u1 mian5 giê3 ri7
功勋	gong1 hng1
呼吸	hu1 kib4
心跳	sim1 tieu3
勿紧张	mai3 ging2 ziang1
无信心	bho5 sing3 sim1
信息	sing3 sêg4
信心	sing3 sim1
把握	ba2 og4
畏少礼	uin3 siao2 li2
少礼死	siao2 li2 si2
少礼	siao2 li2
畏畏	uin3 uin3
畏凝	uin3 ngang5
日光	rig8 guang1
灯光	dêng1 guang1
转向灯	zuêng2 hiang3 dêng1
转弯	zuêng2 uêng1
上坡	ziên6 bo1
油门	iu5 mung5
离合	li5 hah8
车祸	cia1 hua6
停车	têng5 cia1
值班	dêg8 bang1
影音	ian2 im1
视频	si6 ping5
直播	dig8 bua3
𤰉了	la6 lieu3
𤰉	la6
毋𤰉	m6 la6
我合我的祖国	ua2 gah4 ua2 di1 zou2 gog4
骄傲	gieu1 ngao6
周年	ziu1 ni5
国庆	gog4 kêng3
造化	zao6 huê3
我倩人拍汝	ua2 ciah4 nang5 pah4 le2
我觅人拍汝	ua2 cuê7 nang5 pah4 le2
我分人拍	ua2 bung1 nang5 pah4
我乞人拍	ua2 keh4 nang5 pah4
油耳	iu5 hin6
洋洋	iên5 iên5
田洋	cang5 iên5
腰酸骨折	iê1 seng1 gug4 zih4
笑死人	ciê3 si2 nang5
严肃	ngiam5 sog4
𠀾笑	bhoi6 ciê3
地雷	di7 lui5
手榴弹	ciu2 liu5 tang5
枪子	ciên1 zi2
瞄准	bhiê5 zung2
射击	sia7 kêg4
飞船	buê1 zung5
发射	huêg4 sia7
火箭	huê2 zin3
炮火	pao3 huê2
演习	ing5 sib8
演戏	ing5 hi3
军事	gung1 se7
军营	gung1 ian5
团长	tuêng5 ziang2
连长	liêng5 ziang2
部长	bou6 ziang2
顾问	gu3 mung7
助理	zo6 li2
店长	diem3 ziang2
早夗早走起	za2 in6 za2 zao2 ki2
暗夗	am3 in6
晏夗	uan3 in6
爱夗了	ain3 in6 lieu3
去夗	ke3 in6
𠀾夗	bhoi6 in6
觑䀛	ce3 bhai7
我目涩死	ua2 mag8 sieb4 si2
易物	goi7 muêh8
勿物	mai3 muêh8
恶物	oh4 muêh8
好物	ho2 muêh8
孬物	mo2 muêh8
物直	muêh8 dig8
食掉	ziah8 dieu7
食直	ziah8 dig8
厝主	cu3 zu2
毋愿	m6 nguêng6
毋好	m6 ho2
毋孬	m6 mo2
毋走	m6 zao2
毋惊	m6 gian1
芳死	pang1 si2
走绌	zao2 zuah8
几沿	gui2 ing5
绿豆饼	lêg8 dao7 bian2
睇毋落	toin2 m6 loh8
无变睇	bho5 biêng3 toin2
食毋落	ziah8 m6 loh8
当昼	deng1 dao3
企业	gi6 ngieb8
公司	gong1 si1
太阳	tai3 iang5
月球	ghuêh8 giu5
地球	di7 giu5
退车	to3 cia1
无能	bho5 lêng5
能力	lêng5 lag8
智能	di3 lêng5
浮心性	pu5 sim1 sên3
心肝	sim1 guan1
心里	sim1 lai6
心灵	sim1 lêng5
心理	sim1 li2
䄻	da5
着	diêh8
睇大戏	toin2 dua7 hi3
睇戏	toin2 hi3
炒茶	ca2 dê5
旌功	sêng1 gong1
lah4uêh4	lah4 uêh4
目涩死	mag8 sieb4 si2
𠀾目涩	bhoi6 mag8 sieb4
睇定定	toin2 dian7 dian7
绌钱	zuah8 zin5
缺钱	kuêh4 zin5
无差绌	bho5 ca1 zuah8
绌滴囝	zuah8 dih4 gian2
毛	mo5 sui1
惰	duan6
惰过驴卵	duan6 guê3 le5 lang6
惰过柴卵	duan6 guê3 ca5 lang6
惰过沟虫	duan6 guê3 gao1 tang5
惰过虫	duan6 guê3 tang5
粗过驴卵	cou1 guê3 le5 lang6
驶田	sai2 cang5
粟簟	cêg4 diem6
粟种	cêg4 zêng2
田园	cang5 hng5
耕地	gên1 di7
犁田	loi5 cang5
布田	bou3 cang5
水稻	zui2 dao6
放屁	bang3 pui3
底diang5	di7 diang5
底当时	diang1 si1
底人	di7 nang5
喇叭	la1 ba5
音质	im1 ziêh4
音箱	im1 siên1
音响	im1 hiang2
细声	soi3 sian1
咋侬	zag4 nang5
咋死侬	zag4 si2 nang5
恬	diem7
转去	deng2 ke3
转来	deng2 lai7
出入	cug4 rib8
相干	siang1 gang1
凊糜	cing3 muê5
被空	puê6 kang1
磨暝	ua5 mên5
拖磨	tua1 bhua5
gah4bang7	gah4 bang7
gah4suah4	gah4 suah4
死zian1囝	si2 zian1 gian2
讨债囝	to2 zê3 gian2
破bi1囝	pua3 bi1 gian2
致症囝	di3 zêng3 gian2
破病囝	pua3 bên7 gian2
㔶埔囝	gam2 bou1 gian2
㔶㔶掉	gam2 gam2 dieu7
㔶	gam2
早死囝	za2 si2 gian2
败家囝	bai7 gê1 gian2
人流	nang5 liu5
报告	bo3 gao3
辞职	si5 zêh4
纺车lê5	pang2 cia1 lê5
臭lê5	cao3 lê5
食糖	ziah8 teng5
食蔗	ziah8 zia3
有食诐	u6 ziah8 puêh8
食饱	ziah8 ba2
食肉	ziah8 nêg8
食菜	ziah8 cai3
gu2怪	gu2 guai3
古卵	gou2 lang6
呾加句	dan3 gê1 gu3
毋听呾	m6 tian1 dan3
呾有呾无	dan3 u6 dan3 bho5
呾乜个	dan3 mih gai5
呾话	dan3 uê7
份头前	hung7 tao5 zoin5
唱戏	ciang3 hi3
搭台	dah4 tai5
演员	ing5 uêng5
舞台	bhu2 tai5
演出	ing5 cug4
排练	bai5 liêng7
宿舍	suah4 sia3
董姓	dang2 sên3
容易	iong5 goi7
浪漫	lang6 bhuêng6
矛盾	mao5 dung2
蜀个人	zêg8 gai5 nang5
挂掉电话	kua3 dieu7 diêng6 uê7
月亮	ghuêh8 liang6
推辞	to1 si5
推销	cui1 sieu1
推荐	cui1 zing3
欣赏	hng1 siên2
参观	cam1 guêng1
车展	cia1 diêng2
汽贸	ki3 mong3
卖车	bhoi7 cia1
mag4塗抄沙	mag4 tou5 ciao1 sua1
mag4塗	mag4 tou5
mag4手机	mag4 ciu2 gi1
mag4	mag4
狼险	lang6 hiam2
卵裂	lang6 lih8
厉害	li6 hai7
车大炮	cia1 dua7 pao3
买车	bhoi2 cia1
舐	zi6
价格	gê3 gêh4
塑造	sog4 zao6
坚持	giêng1 ti5
梦想	mang7 siên6
hui去	hui5 ke3
半暝	buan3 mên5
钳	kin5
偏	pin1
位次	ui7 ce3
sab4幼	sab4 iun3
觅沙飒	cuê7 sua1 sab4
沙飒	sua1 sab4
縺鱼	noin5 he5
㪗凉	tao2 liang5
透气	tao3 ki3
㪗气	tao2 kui3
㪗开	tao2 kui1
薄壳	boh8 kag4
后底	ao6 doi2
酵粿	gan3 guê2
酵包	gan3 bao1
四目	si3 mag8
近视	geng6 si6
pa1三nia2四	pa1 san1 nia2 si3
觑䀛	ce3 bhai7
衊	mag4
据拐	ge5 guai2
塗墼	tou5 gag4
使楔	sai2 sioh4
钱使无nio7	zin5 sai2 bho5 nio7
钱使无水	zin5 sai2 bho5 zui2
三峡	san1 gieb4
九制陈皮	giu2 zi3 cing5 puê5
陈皮	cing5 puê5
行驶	gian5 sai2
上高速	ziên6 gao1 sog4
高速	gao1 sog4
天桥	tiêng1 giê5
人行道	nang5 gian5 dao6
死火	si2 huê2
停车场	têng5 cia1 diên5
交通规则	gao1 tong1 gui1 zêg4
交通	gao1 tong1
闯红灯	cuêng3 ang5 dêng1
驾驶证	gê3 sai2 zêng3
模拟考	mo5 ngi2 kao2
教练	ga3 liêng7
驾校	gê3 hao6
学车	oh8 cia1
开车	kui1 cia1
身家	sing1 gê1
财产	cai5 suan2
太平洋	tai3 pêng5 iên5
人寿保险	nang5 siu7 bo2 hiam2
平安保险	pêng5 ang1 bo2 hiam2
人身保险	nang5 sing1 bo2 hiam2
按揭	ang3 giah4
二手车	ri6 ciu2 cia1
汽车	ki3 cia1
请等蜀下	cian2 dang2 zêg8 ê7
食饱未？	ziah8 ba2 bhuê7
请问	cian2 mung7
毋清楚	m6 cêng1 co2
清楚	cêng1 co2
毋明白	m6 mêng5 bêh8
明白	mêng5 bêh8
听无	tian1 bho5
听毋别	tian1 m6 bag4
对毋起	dui3 m6 ki2
孬意思	mo2 i3 se3
勿客气	mai3 kêh4 ki3
免客气	miêng2 kêh4 ki3
多谢	do1 sia7
药棉	iêh8 min5
手囊	ciu2 long5
锁门	so2 mung5
开锁	kui1 so2
锁头	so2 tao5
锁匙	so2 si5
引惹	ing2 ria2
路头格	lou7 tao5 gêh4
棉支	min5 gi1
洋油	iên5 iu5
dag4neng7	dag4 neng7
无记持	bho5 gi3 di5
契父	koi3 bê6
吸湿剂	kib4 sib4 zi3
相借问	siê1 ziêh4 mung7
裤橛	kou3 guêh8
窗布	têng1 bou3
土耳其	tou2 re2 ki5
以色列	in2 sêg4 liêg8
埃及	ai1 gib8
有道理	u6 dao6 li2
真实	zing1 sig8
有影	u6 ian2
无影	bho5 ian2
毋着	m6 diêh8
无赚	bho5 tan7
我同意	ua2 dang5 i3
是啊	si6 a7
好哩	ho2 li7
年龄	ni5 lêng5
联合国	liêng5 hah8 gog4
丹麦	dang1 bhêh8
瑞典	sui6 diêng2
挪威	no5 ui1
冰岛	bian1 dao2
南非	lam5 hui1
马达加斯加	bhê2 dag8 gia1 se1 gia1
乌干达	ou1 gang1 dag8
床帏	ceng5 ui5
肚腰	dou2 iê1
床幔	ceng5 muan1
雪幔	soh4 muan1
muan1	muan1
mao1	mao1
头cih4cih4	tao5 cih4 cih4
蚼蚁	gao2 hia6
啜	coih4
涂姓	tu5 sên3
清仓	cêng1 ceng1
股市	gou2 ci6
高考加油	gao1 kao2 gia1 iu5
座位号	zo7 ui7 ho7
涂改	dou5 goi2
准考证号	zung2 kao2 zêng3 ho7
仔细认真	ze2 soi3 ring7 zing1
考生	kao2 sêng1
准考证	zung2 kao2 zêng3
阅读题	luah8 tag8 doi5
填空题	tiêng5 kong1 doi5
在在然	zai6 zai6 ni5
监考	gam3 kao2
考场	kao2 diên5
高考	gao1 kao2
包食企	bao1 ziah8 kia6
待遇	tai6 ngo6
要求	ieu1 kiu5
觅工课	cuê7 kang1 kuê3
提成	ti5 sian5
麻烦	mua5 huêng5
打扰	da2 rieu2
拍开	pah4 kui1
开战	kui1 ziêng3
开张	kui1 ziang1
开业	kui1 ngieb8
万达广场	bhuêng7 dag8 guang2 diên5
广场	guang2 diên5
铜盂	dang5 u5
合作	hah8 zag4
征兵	dêng1 bian1
长征	ciang5 zêng1
土匪	tou2 huin2
红军	ang5 gung1
抗日	kang3 rig8
收集	siu1 zab8
搜集	sieu1 zab8
搜索	sieu1 sog4
开始	kai1 si2
关税	guêng1 suê3
提高	ti5 gao1
政府	zêng3 hu2
往来	uang2 lai5
危机	guin5 gi1
奉陪到底	hong6 buê5 gao3 doi2
贸易	mong3 êg8
制裁	zi3 cai5
碟	dih8
盘	buan5
中餐	dong1 cang1
西餐	sai1 cang1
付款	hu3 kuêng2
买单	bhoi2 duan1
消费	sieu1 hui3
餐厅	cang1 tian1
点菜	diem2 cai3
so5	so5
左右	zo2 iu6
进退	zing3 to3
进退	zing3 to3
无救siu5	bho5 giu3 siu5
无倒落	bho5 do3 loh8
无定着	bho5 dian7 diêh8
无底个	bho5 di7 gai5
无底个	bho5 di7 gai5
无肠肚	bho5 deng5 dou6
无出入	bho5 cug4 rib8
无彩衰	bho5 cai2 suê1
无睬dai7	bho5 cai2 dai7
无崩败	bho5 bang1 bai7
眉怨怨	bhai5 uêng3 uêng3
眉头酸	bhai5 tao5 seng1
眉蹙蹙	bhai5 cog4 cog4
眉cam5cam5	bhai5 cam5 cam5
巴呅笑	ba1 bhung1 ciê3
肥过猪	bui5 guê3 de1
扮塗戏	buang6 tou5 hi3
扮虎狮	buang6 houn2 sai1
半讨死	buan3 to2 si2
半天吊灯笼	buan3 tin1 dieu3 dêng1 lang5
半桶屎	buan3 tang2 sai2
半夜出阵日	buan3 mê5 cug4 zung5 rig8
半路折批担	buan3 lou7 zih4 poi1 dan1
半路债	buan3 lou7 zê3
半陷hoin6	buan3 ham7 hoin6
跋钱坐	buah8 zin5 zo6
跋图赖	buah8 tu5 tai2
跋臭步	buah8 cao3 bou7
捧金柱	bong6 gim1 tieu6
反辇转	boin2 ling3 deng2
反辇转	boin2 ling3  deng2
反狗手	boin2 gao2 ciu2
反倒转	boin2 do3 deng2
反倒转	boin2 do3 deng2
报地头	bo3 di7 tao5
报地头	bo3 di7 tao5
拼生死	bian3 sên1 si2
拼大头	bian3 dua7 tao5
白䭕呕	bêh8 zian2 ao2
白雪雪	bêh8 soh4 soh4
白虾钓狗母	bêh8 hê5 diên3 gao2 bho2
白白歇	bêh8 bêh8 hiah4
放屁安狗心	bang3 pui3 uan1 gao2 sim1
放断后骹筋	bang3 deng6 ao6 ka1 geng1
别人家神屎	bag4 nang5 gê1 sing5 sai2
拗折屈	ao2 zih4 kug4
拗折屈	ao2 zih4 kug4
严条	ngiam5 dieu5
管教	guêng2 ga3
教示	ga3 si7
教育	ga3 iog8
玩具	nguêng2 gu6
椅轿	in2 giê7
母子椅	bho2 ze2 in2
骗	piêng3
ong6孥囝	ong6 nou5 gian2
ong6篮	ong6 na5
摇篮	ieu5 na5
照顾	ziê3 gu3
nga3nga3	nga3 nga3
聪明	cong1 mêng5
文静	bhung5 zên6
牛奶	ghu5 ni6
奶粉	ni6 hung2
奶	ni6
食奶	ziah8 ni6
饲奶	ci7 ni6
私尿	si1 riê7
学行	oh8 gian5
穿衫	cêng7  san1
